frame intention_type current_velocity steering_wheel_angle dlm
409100000000 dlm 0.08200000000000009 -0.4 forward
409200000000 dlm 0.08200000000000009 -0.4 forward
409300000000 dlm 0.06200000000000008 -0.30000000000000004 forward
409400000000 dlm 0.04200000000000008 -0.20000000000000004 forward
409500000000 dlm 0.02200000000000008 -0.10000000000000003 forward
409600000000 dlm 0.002000000000000078 -2.7755575615628914e-17 forward
409700000000 dlm 0.0 0.0 forward
409800000000 dlm 0.02 0.0 forward
409900000000 dlm 0.04 0.0 forward
410000000000 dlm 0.06 0.0 forward
410100000000 dlm 0.08 0.0 forward
410200000000 dlm 0.1 0.0 forward
410300000000 dlm 0.08 0.0 forward
410400000000 dlm 0.08 0.0 forward
410500000000 dlm 0.1 0.0 forward
410600000000 dlm 0.12000000000000001 0.0 forward
410700000000 dlm 0.14 0.0 forward
410800000000 dlm 0.16 0.0 forward
410900000000 dlm 0.18 0.0 forward
411000000000 dlm 0.23999999999999996 0.0 forward
411100000000 dlm 0.24200000000000005 0.0 forward
411200000000 dlm 0.24200000000000005 0.0 forward
411300000000 dlm 0.24200000000000005 0.0 forward
411300000000 dlm 0.24200000000000005 0.0 forward
411500000000 dlm 0.20200000000000007 0.0 forward
411600000000 dlm 0.20200000000000007 0.0 forward
411700000000 dlm 0.18200000000000008 0.0 forward
411800000000 dlm 0.1620000000000001 0.0 forward
411900000000 dlm 0.1420000000000001 0.0 forward
412000000000 dlm 0.1220000000000001 0.0 forward
412100000000 dlm 0.10200000000000009 -0.1 forward
412200000000 dlm 0.08200000000000009 -0.2 forward
412300000000 dlm 0.06200000000000008 -0.30000000000000004 forward
412400000000 dlm 0.04200000000000008 -0.4 forward
412500000000 dlm 0.02200000000000008 -0.5 forward
412600000000 dlm 0.002000000000000078 -0.4 forward
412700000000 dlm 0.0 -0.30000000000000004 forward
412800000000 dlm 0.02 -0.10000000000000003 forward
412900000000 dlm 0.04 -2.7755575615628914e-17 forward
413000000000 dlm 0.06 0.0 forward
413100000000 dlm 0.08 0.0 forward
413200000000 dlm 0.1 0.0 forward
413300000000 dlm 0.12000000000000001 0.0 forward
413400000000 dlm 0.14 0.0 forward
413500000000 dlm 0.14 0.1 forward
413600000000 dlm 0.12000000000000001 0.2 forward
413700000000 dlm 0.1 0.30000000000000004 forward
413800000000 dlm 0.08 0.4 forward
413900000000 dlm 0.1 0.30000000000000004 forward
414000000000 dlm 0.12000000000000001 0.20000000000000004 forward
414100000000 dlm 0.14 0.10000000000000003 forward
414200000000 dlm 0.16 2.7755575615628914e-17 forward
414300000000 dlm 0.18 0.0 forward
414400000000 dlm 0.23999999999999996 0.0 forward
414500000000 dlm 0.24200000000000005 0.0 forward
414600000000 dlm 0.24200000000000005 0.0 forward
414700000000 dlm 0.24200000000000005 0.0 forward
414800000000 dlm 0.24200000000000005 0.0 forward
414900000000 dlm 0.24200000000000005 0.0 forward
415000000000 dlm 0.22200000000000006 0.1 forward
415100000000 dlm 0.20200000000000007 0.2 forward
415200000000 dlm 0.18200000000000008 0.30000000000000004 forward
415300000000 dlm 0.1620000000000001 0.4 forward
415400000000 dlm 0.1420000000000001 0.5 forward
415500000000 dlm 0.1220000000000001 0.4 forward
415600000000 dlm 0.10200000000000009 0.30000000000000004 forward
415700000000 dlm 0.08200000000000009 0.20000000000000004 forward
415800000000 dlm 0.06200000000000008 0.30000000000000004 forward
415900000000 dlm 0.04200000000000008 0.4 forward
416000000000 dlm 0.04200000000000008 0.4 forward
416100000000 dlm 0.06200000000000008 0.30000000000000004 forward
416200000000 dlm 0.08200000000000009 0.20000000000000004 forward
416300000000 dlm 0.10200000000000009 0.10000000000000003 forward
416400000000 dlm 0.1220000000000001 2.7755575615628914e-17 forward
416500000000 dlm 0.1220000000000001 2.7755575615628914e-17 forward
416600000000 dlm 0.20200000000000007 0.0 forward
416700000000 dlm 0.24200000000000005 0.0 forward
416800000000 dlm 0.24200000000000005 0.0 forward
416900000000 dlm 0.24200000000000005 0.0 forward
417000000000 dlm 0.24200000000000005 0.0 forward
417100000000 dlm 0.24200000000000005 0.0 forward
417200000000 dlm 0.24200000000000005 0.0 forward
417300000000 dlm 0.24200000000000005 0.0 forward
417400000000 dlm 0.24200000000000005 0.0 forward
417500000000 dlm 0.24200000000000005 0.0 forward
417600000000 dlm 0.24200000000000005 0.0 forward
417700000000 dlm 0.24200000000000005 0.0 forward
417800000000 dlm 0.24200000000000005 0.0 forward
417900000000 dlm 0.22200000000000006 0.0 forward
418000000000 dlm 0.20200000000000007 0.0 forward
418100000000 dlm 0.18200000000000008 0.0 forward
418200000000 dlm 0.18200000000000008 0.0 forward
418300000000 dlm 0.1420000000000001 0.0 forward
418400000000 dlm 0.1420000000000001 0.0 forward
418500000000 dlm 0.10200000000000009 0.0 forward
418600000000 dlm 0.1220000000000001 0.0 forward
418700000000 dlm 0.1420000000000001 0.0 forward
418800000000 dlm 0.1620000000000001 0.0 forward
418900000000 dlm 0.18200000000000008 0.0 forward
419000000000 dlm 0.1620000000000001 -0.1 forward
419100000000 dlm 0.1220000000000001 -0.30000000000000004 forward
419200000000 dlm 0.10200000000000009 -0.4 forward
419300000000 dlm 0.08200000000000009 -0.5 forward
419400000000 dlm 0.08200000000000009 -0.5 forward
419500000000 dlm 0.08200000000000009 -0.30000000000000004 forward
419600000000 dlm 0.10200000000000009 -0.20000000000000004 forward
419700000000 dlm 0.1220000000000001 -0.10000000000000003 forward
419800000000 dlm 0.1420000000000001 -2.7755575615628914e-17 forward
419900000000 dlm 0.1620000000000001 0.0 forward
420000000000 dlm 0.20200000000000007 0.0 forward
420100000000 dlm 0.24200000000000005 0.0 forward
420200000000 dlm 0.24200000000000005 0.0 forward
420300000000 dlm 0.24200000000000005 0.0 forward
420400000000 dlm 0.22200000000000006 -0.1 forward
420500000000 dlm 0.20200000000000007 -0.2 forward
420600000000 dlm 0.18200000000000008 -0.30000000000000004 forward
420700000000 dlm 0.1620000000000001 -0.4 forward
420800000000 dlm 0.1420000000000001 -0.5 forward
420900000000 dlm 0.10200000000000009 -0.7 forward
421000000000 dlm 0.04200000000000008 -0.9999999999999999 forward
421100000000 dlm 0.0 -1.2100000000000002 forward
421200000000 dlm 0.0 -1.2100000000000002 forward
421300000000 dlm 0.0 -1.2100000000000002 forward
421400000000 dlm 0.0 -1.2100000000000002 forward
421500000000 dlm 0.0 -1.2100000000000002 forward
421600000000 dlm 0.0 -1.2100000000000002 forward
421700000000 dlm 0.0 -1.2100000000000002 forward
421800000000 dlm 0.0 -1.2100000000000002 forward
421900000000 dlm 0.0 -1.11 left
422000000000 dlm 0.02 -0.91 left
422100000000 dlm 0.04 -0.81 left
422200000000 dlm 0.06 -0.7100000000000001 left
422300000000 dlm 0.08 -0.6100000000000001 left
422400000000 dlm 0.1 -0.5100000000000001 left
422500000000 dlm 0.08 -0.41000000000000014 left
422600000000 dlm 0.08 -0.41000000000000014 left
422700000000 dlm 0.039999999999999994 -0.21000000000000016 left
422800000000 dlm 0.019999999999999993 -0.11000000000000015 left
422900000000 dlm 0.019999999999999993 -0.11000000000000015 left
423000000000 dlm 0.0 -0.010000000000000148 left
423100000000 dlm 0.0 0.0 left
423200000000 dlm 0.0 0.0 left
423300000000 dlm 0.0 0.0 left
423400000000 dlm 0.0 0.0 left
423500000000 dlm 0.0 0.0 left
423600000000 dlm 0.0 0.0 left
423700000000 dlm 0.0 0.0 left
423800000000 dlm 0.0 0.0 left
423900000000 dlm 0.0 0.1 left
424000000000 dlm 0.0 0.2 left
424100000000 dlm 0.0 0.30000000000000004 left
424200000000 dlm 0.0 0.4 left
424300000000 dlm 0.0 0.5 left
424400000000 dlm 0.0 0.4 left
424500000000 dlm 0.0 0.30000000000000004 left
424600000000 dlm 0.0 0.20000000000000004 left
424700000000 dlm 0.0 0.10000000000000003 left
424800000000 dlm 0.0 2.7755575615628914e-17 left
424900000000 dlm 0.0 0.0 left
425000000000 dlm 0.0 0.0 left
425100000000 dlm 0.0 0.0 left
425200000000 dlm 0.02 0.0 left
425300000000 dlm 0.04 0.0 left
425400000000 dlm 0.06 0.0 left
425500000000 dlm 0.08 0.0 left
425600000000 dlm 0.1 0.0 left
425700000000 dlm 0.08 0.0 left
425800000000 dlm 0.06 0.0 left
425900000000 dlm 0.039999999999999994 0.0 left
426000000000 dlm 0.019999999999999993 0.0 left
426100000000 dlm 0.0 0.0 left
426200000000 dlm 0.0 0.0 left
426300000000 dlm 0.0 0.1 left
426400000000 dlm 0.0 0.2 left
426500000000 dlm 0.0 0.30000000000000004 left
426600000000 dlm 0.0 0.4 left
426700000000 dlm 0.0 0.5 left
426800000000 dlm 0.0 0.4 left
426900000000 dlm 0.0 0.30000000000000004 left
427000000000 dlm 0.0 0.20000000000000004 left
427100000000 dlm 0.0 0.10000000000000003 left
427200000000 dlm 0.0 2.7755575615628914e-17 left
427300000000 dlm 0.02 0.0 left
427400000000 dlm 0.04 0.0 left
427500000000 dlm 0.06 0.0 left
427600000000 dlm 0.08 0.0 left
427700000000 dlm 0.1 0.0 left
427800000000 dlm 0.16 0.0 left
427900000000 dlm 0.21999999999999997 0.0 left
428000000000 dlm 0.24200000000000005 0.0 left
428100000000 dlm 0.24200000000000005 0.0 left
428200000000 dlm 0.24200000000000005 0.0 left
428300000000 dlm 0.24200000000000005 0.0 left
428400000000 dlm 0.24200000000000005 0.0 left
428500000000 dlm 0.24200000000000005 0.0 left
428600000000 dlm 0.22200000000000006 0.0 left
428700000000 dlm 0.20200000000000007 0.1 left
428800000000 dlm 0.18200000000000008 0.2 left
428900000000 dlm 0.1620000000000001 0.30000000000000004 left
429000000000 dlm 0.1420000000000001 0.4 left
429100000000 dlm 0.1220000000000001 0.5 left
429200000000 dlm 0.06200000000000008 0.7999999999999999 left
429300000000 dlm 0.0 1.2 left
429400000000 dlm 0.0 1.2100000000000002 left
429500000000 dlm 0.0 1.2100000000000002 left
429600000000 dlm 0.0 1.2100000000000002 left
429700000000 dlm 0.0 1.2100000000000002 left
429800000000 dlm 0.0 1.2100000000000002 left
429900000000 dlm 0.0 1.11 left
430000000000 dlm 0.0 0.91 forward
430000000000 dlm 0.0 0.91 forward
430200000000 dlm 0.02 0.81 forward
430300000000 dlm 0.04 0.7100000000000001 forward
430400000000 dlm 0.06 0.6100000000000001 forward
430500000000 dlm 0.08 0.5100000000000001 forward
430600000000 dlm 0.1 0.41000000000000014 forward
430700000000 dlm 0.12000000000000001 0.31000000000000016 forward
430800000000 dlm 0.19999999999999998 0.0 forward
430900000000 dlm 0.23999999999999996 0.0 forward
431000000000 dlm 0.24200000000000005 0.0 forward
431100000000 dlm 0.22200000000000006 -0.1 forward
431200000000 dlm 0.20200000000000007 -0.2 forward
431300000000 dlm 0.18200000000000008 -0.30000000000000004 forward
431400000000 dlm 0.1620000000000001 -0.4 forward
431500000000 dlm 0.1420000000000001 -0.5 forward
431600000000 dlm 0.10200000000000009 -0.7 forward
431700000000 dlm 0.04200000000000008 -0.9999999999999999 forward
431800000000 dlm 0.0 -1.2100000000000002 forward
431900000000 dlm 0.0 -1.2100000000000002 forward
432000000000 dlm 0.0 -1.2100000000000002 forward
432100000000 dlm 0.0 -1.2100000000000002 forward
432200000000 dlm 0.0 -1.2100000000000002 forward
432300000000 dlm 0.0 -1.2100000000000002 forward
432400000000 dlm 0.02 -1.11 forward
432500000000 dlm 0.02 -1.11 forward
432600000000 dlm 0.04 -1.01 left
432700000000 dlm 0.06 -0.91 left
432800000000 dlm 0.08 -0.81 left
432900000000 dlm 0.1 -0.7100000000000001 left
433000000000 dlm 0.16 -0.41000000000000014 left
433100000000 dlm 0.23999999999999996 -0.010000000000000148 left
433200000000 dlm 0.24200000000000005 0.0 left
433300000000 dlm 0.24200000000000005 0.0 left
433400000000 dlm 0.24200000000000005 0.0 left
433500000000 dlm 0.24200000000000005 0.0 left
433600000000 dlm 0.24200000000000005 0.0 left
433700000000 dlm 0.24200000000000005 0.0 left
433800000000 dlm 0.24200000000000005 0.0 left
433900000000 dlm 0.24200000000000005 0.0 left
434000000000 dlm 0.24200000000000005 0.0 left
434100000000 dlm 0.24200000000000005 0.0 left
434200000000 dlm 0.24200000000000005 0.0 left
434300000000 dlm 0.24200000000000005 0.0 left
434400000000 dlm 0.20200000000000007 0.0 left
434500000000 dlm 0.20200000000000007 0.0 left
434600000000 dlm 0.18200000000000008 0.0 left
434700000000 dlm 0.1620000000000001 0.1 left
434800000000 dlm 0.1420000000000001 0.2 left
434900000000 dlm 0.1220000000000001 0.30000000000000004 left
435000000000 dlm 0.10200000000000009 0.4 left
435100000000 dlm 0.08200000000000009 0.5 left
435200000000 dlm 0.02200000000000008 0.7999999999999999 left
435300000000 dlm 0.0 1.2 left
435400000000 dlm 0.0 1.2100000000000002 left
435500000000 dlm 0.0 1.2100000000000002 left
435600000000 dlm 0.02 1.11 left
435700000000 dlm 0.04 1.01 left
435800000000 dlm 0.06 0.91 left
435900000000 dlm 0.08 0.81 left
436000000000 dlm 0.1 0.7100000000000001 left
436100000000 dlm 0.12000000000000001 0.6100000000000001 left
436200000000 dlm 0.18 0.31000000000000016 forward
436300000000 dlm 0.23999999999999996 0.010000000000000148 forward
436400000000 dlm 0.24200000000000005 0.0 forward
436500000000 dlm 0.24200000000000005 0.0 forward
436600000000 dlm 0.24200000000000005 0.0 forward
436700000000 dlm 0.24200000000000005 0.0 forward
436800000000 dlm 0.24200000000000005 0.0 forward
436900000000 dlm 0.24200000000000005 0.0 forward
437000000000 dlm 0.22200000000000006 -0.1 forward
437100000000 dlm 0.20200000000000007 -0.2 forward
437200000000 dlm 0.18200000000000008 -0.30000000000000004 forward
437300000000 dlm 0.1620000000000001 -0.4 forward
437400000000 dlm 0.1420000000000001 -0.5 forward
437500000000 dlm 0.1220000000000001 -0.4 forward
437600000000 dlm 0.10200000000000009 -0.30000000000000004 forward
437700000000 dlm 0.10200000000000009 -0.10000000000000003 forward
437800000000 dlm 0.1220000000000001 -2.7755575615628914e-17 forward
437900000000 dlm 0.1420000000000001 0.0 forward
438000000000 dlm 0.1620000000000001 0.0 forward
438100000000 dlm 0.18200000000000008 0.0 forward
438200000000 dlm 0.22200000000000006 0.0 forward
438300000000 dlm 0.24200000000000005 0.0 forward
438400000000 dlm 0.24200000000000005 0.0 forward
438500000000 dlm 0.24200000000000005 0.0 forward
438600000000 dlm 0.24200000000000005 0.0 forward
438700000000 dlm 0.22200000000000006 -0.1 forward
438800000000 dlm 0.20200000000000007 -0.2 forward
438900000000 dlm 0.20200000000000007 -0.2 forward
439000000000 dlm 0.1620000000000001 -0.4 forward
439100000000 dlm 0.1420000000000001 -0.5 left
439200000000 dlm 0.1620000000000001 -0.4 left
439300000000 dlm 0.18200000000000008 -0.30000000000000004 left
439400000000 dlm 0.20200000000000007 -0.20000000000000004 left
439500000000 dlm 0.22200000000000006 -0.10000000000000003 left
439600000000 dlm 0.24200000000000005 -2.7755575615628914e-17 left
439700000000 dlm 0.24200000000000005 0.0 left
439800000000 dlm 0.24200000000000005 0.0 left
439900000000 dlm 0.24200000000000005 0.0 left
440000000000 dlm 0.22200000000000006 -0.1 left
440100000000 dlm 0.20200000000000007 -0.2 left
440200000000 dlm 0.18200000000000008 -0.30000000000000004 left
440300000000 dlm 0.1620000000000001 -0.4 left
440400000000 dlm 0.1420000000000001 -0.5 left
440500000000 dlm 0.1220000000000001 -0.4 left
440600000000 dlm 0.1420000000000001 -0.30000000000000004 left
440700000000 dlm 0.1620000000000001 -0.20000000000000004 left
440800000000 dlm 0.18200000000000008 -0.10000000000000003 left
440900000000 dlm 0.20200000000000007 -2.7755575615628914e-17 left
441000000000 dlm 0.22200000000000006 0.0 left
441100000000 dlm 0.24200000000000005 0.0 left
441200000000 dlm 0.24200000000000005 0.0 left
441300000000 dlm 0.24200000000000005 0.0 left
441400000000 dlm 0.24200000000000005 0.0 left
441500000000 dlm 0.24200000000000005 0.0 left
441600000000 dlm 0.24200000000000005 0.0 left
441700000000 dlm 0.24200000000000005 0.0 left
441800000000 dlm 0.24200000000000005 0.0 left
441900000000 dlm 0.24200000000000005 0.0 left
442000000000 dlm 0.24200000000000005 0.0 left
442100000000 dlm 0.24200000000000005 0.0 left
442200000000 dlm 0.24200000000000005 0.0 left
442300000000 dlm 0.24200000000000005 0.0 left
442400000000 dlm 0.24200000000000005 0.0 left
442500000000 dlm 0.22200000000000006 -0.1 left
442600000000 dlm 0.20200000000000007 -0.2 left
442700000000 dlm 0.18200000000000008 -0.30000000000000004 left
442800000000 dlm 0.1620000000000001 -0.4 left
442900000000 dlm 0.1420000000000001 -0.5 left
443000000000 dlm 0.1220000000000001 -0.4 left
443100000000 dlm 0.1420000000000001 -0.30000000000000004 left
443200000000 dlm 0.1620000000000001 -0.20000000000000004 left
443300000000 dlm 0.18200000000000008 -0.10000000000000003 left
443400000000 dlm 0.20200000000000007 -2.7755575615628914e-17 left
443500000000 dlm 0.22200000000000006 0.0 left
443600000000 dlm 0.24200000000000005 0.0 left
443700000000 dlm 0.24200000000000005 0.0 left
443800000000 dlm 0.24200000000000005 0.0 left
443900000000 dlm 0.24200000000000005 0.0 left
444000000000 dlm 0.24200000000000005 0.0 left
444100000000 dlm 0.22200000000000006 0.1 left
444200000000 dlm 0.20200000000000007 0.2 left
444300000000 dlm 0.18200000000000008 0.30000000000000004 left
444400000000 dlm 0.1620000000000001 0.4 left
444500000000 dlm 0.1420000000000001 0.5 left
444600000000 dlm 0.1220000000000001 0.4 left
444700000000 dlm 0.1220000000000001 0.20000000000000004 left
444800000000 dlm 0.1420000000000001 0.10000000000000003 left
444900000000 dlm 0.1620000000000001 2.7755575615628914e-17 left
